Year;Family_Year;Week;Condition;Dyad;ID1;ID2;Agonistic;Cofeeding;Kleptoparasitism;family_size;dyad_identity;N_sessions;Total_obs_time
2020;FamMR_2020;2;scramble;Asakusa-Ueno;Asakusa;Ueno;0;3;1;big;chicks;4;3600
2020;FamMR_2020;2;scramble;Ginza-Munia;Ginza;Munia;0;13;1;big;parent-son;4;3600
2020;FamMR_2020;2;scramble;Ginza-Rufus;Ginza;Rufus;2;9;2;big;parent-son;4;3600
2020;FamMR_2020;2;scramble;Ginza-Shiba;Ginza;Shiba;0;6;4;big;chicks;4;3600
2020;FamMR_2020;2;scramble;Ginza-Ueno;Ginza;Ueno;2;3;2;big;chicks;4;3600
2020;FamMR_2020;2;scramble;Munia-Rufus;Munia;Rufus;0;7;0;big;parents;4;3600
2020;FamMR_2020;2;scramble;Munia-Shiba;Munia;Shiba;0;7;0;big;parent-daughter;4;3600
2020;FamMR_2020;2;scramble;Munia-Ueno;Munia;Ueno;0;4;0;big;parent-son;4;3600
2020;FamMR_2020;2;scramble;Rufus-Shiba;Rufus;Shiba;1;2;0;big;parent-daughter;4;3600
2020;FamMR_2020;2;scramble;Rufus-Ueno;Rufus;Ueno;2;1;2;big;parent-son;4;3600
2020;FamMR_2020;2;scramble;Shiba-Ueno;Shiba;Ueno;0;3;4;big;chicks;4;3600
2020;FamNG_2020;2;scramble;George-Maple;George;Maple;0;5;0;small;parent-daughter;4;3600
2020;FamNG_2020;2;scramble;George-Nobel;George;Nobel;0;4;0;small;parents;4;3600
2020;FamNG_2020;2;scramble;George-Oak;George;Oak;0;2;0;small;parent-son;4;3600
2020;FamNG_2020;2;scramble;Maple-Nobel;Maple;Nobel;2;3;0;small;parent-daughter;4;3600
2020;FamNG_2020;2;scramble;Maple-Oak;Maple;Oak;2;4;0;small;chicks;4;3600
2020;FamNG_2020;2;scramble;Nobel-Oak;Nobel;Oak;4;5;2;small;parent-son;4;3600
2021;FamAP_2021;2;scramble;Aramis-Earth;Aramis;Earth;1;0;0;big;parent-daughter;4;3600
2021;FamAP_2021;2;scramble;Aramis-Fire;Aramis;Fire;7;0;1;big;parent-daughter;4;3600
2021;FamAP_2021;2;scramble;Aramis-Paul;Aramis;Paul;6;8;1;big;parents;4;3600
2021;FamAP_2021;2;scramble;Aramis-Water;Aramis;Water;10;1;27;big;parent-son;4;3600
2021;FamAP_2021;2;scramble;Earth-Fire;Earth;Fire;0;4;1;big;chicks;4;3600
2021;FamAP_2021;2;scramble;Earth-Paul;Earth;Paul;23;0;0;big;parent-daughter;4;3600
2021;FamAP_2021;2;scramble;Earth-Water;Earth;Water;0;1;0;big;chicks;4;3600
2021;FamAP_2021;2;scramble;Fire-Paul;Fire;Paul;5;0;0;big;parent-daughter;4;3600
2021;FamAP_2021;2;scramble;Fire-Water;Fire;Water;0;4;3;big;chicks;4;3600
2021;FamAP_2021;2;scramble;Paul-Water;Paul;Water;2;1;0;big;parent-son;4;3600
2021;FamBM_2021;2;scramble;Bobby-Cobain;Bobby;Cobain;0;0;0;small;parent-son;4;3600
2021;FamBM_2021;2;scramble;Bobby-Hendrix;Bobby;Hendrix;0;0;0;small;parent-son;4;3600
2021;FamBM_2021;2;scramble;Bobby-Moritz;Bobby;Moritz;0;5;0;small;parents;4;3600
2021;FamBM_2021;2;scramble;Cobain-Hendrix;Cobain;Hendrix;0;3;1;small;chicks;4;3600
2021;FamBM_2021;2;scramble;Cobain-Moritz;Cobain;Moritz;0;0;0;small;parent-son;4;3600
2021;FamBM_2021;2;scramble;Hendrix-Moritz;Hendrix;Moritz;0;1;0;small;parent-son;4;3600
2021;FamMR_2021;2;scramble;Auguste-Garance;Auguste;Garance;0;0;0;big;chicks;4;3600
2021;FamMR_2021;2;scramble;Auguste-Hippolyte;Auguste;Hippolyte;0;1;1;big;chicks;4;3600
2021;FamMR_2021;2;scramble;Auguste-Munia;Auguste;Munia;0;1;0;big;parent-daughter;4;3600
2021;FamMR_2021;2;scramble;Auguste-Rufus;Auguste;Rufus;0;0;0;big;parent-daughter;4;3600
2021;FamMR_2021;2;scramble;Garance-Hippolyte;Garance;Hippolyte;1;3;1;big;chicks;4;3600
2021;FamMR_2021;2;scramble;Garance-Munia;Garance;Munia;0;5;1;big;parent-son;4;3600
2021;FamMR_2021;2;scramble;Garance-Rufus;Garance;Rufus;0;2;0;big;parent-son;4;3600
2021;FamMR_2021;2;scramble;Hippolyte-Munia;Hippolyte;Munia;1;13;1;big;parent-son;4;3600
2021;FamMR_2021;2;scramble;Hippolyte-Rufus;Hippolyte;Rufus;0;11;1;big;parent-son;4;3600
2021;FamMR_2021;2;scramble;Munia-Rufus;Munia;Rufus;1;5;0;big;parents;4;3600
2019;FamHT_2019;3;scramble;Cleo-Genghis;Cleo;Genghis;0;0;0;big;chicks;5;4500
2019;FamHT_2019;3;scramble;Cleo-Heidi;Cleo;Heidi;0;1;1;big;parent-daughter;5;4500
2019;FamHT_2019;3;scramble;Cleo-Tom;Cleo;Tom;4;3;0;big;parent-daughter;5;4500
2019;FamHT_2019;3;scramble;Cleo-Xerxes;Cleo;Xerxes;0;3;0;big;chicks;5;4500
2019;FamHT_2019;3;scramble;Genghis-Heidi;Genghis;Heidi;0;0;0;big;parent-son;5;4500
2019;FamHT_2019;3;scramble;Genghis-Tom;Genghis;Tom;1;0;0;big;parent-son;5;4500
2019;FamHT_2019;3;scramble;Genghis-Xerxes;Genghis;Xerxes;0;0;0;big;chicks;5;4500
2019;FamHT_2019;3;scramble;Heidi-Tom;Heidi;Tom;0;3;0;big;parents;5;4500
2019;FamHT_2019;3;scramble;Heidi-Xerxes;Heidi;Xerxes;1;1;1;big;parent-son;5;4500
2019;FamHT_2019;3;scramble;Tom-Xerxes;Tom;Xerxes;0;2;0;big;parent-son;5;4500
2019;FamJR_2019;3;scramble;Hamlet-Joey;Hamlet;Joey;0;2;1;big;parent-son;4;3600
2019;FamJR_2019;3;scramble;Hamlet-Juliet;Hamlet;Juliet;1;2;1;big;chicks;4;3600
2019;FamJR_2019;3;scramble;Hamlet-Othello;Hamlet;Othello;0;4;5;big;chicks;4;3600
2019;FamJR_2019;3;scramble;Hamlet-Rocky;Hamlet;Rocky;0;0;0;big;parent-son;4;3600
2019;FamJR_2019;3;scramble;Joey-Juliet;Joey;Juliet;0;1;1;big;parent-daughter;4;3600
2019;FamJR_2019;3;scramble;Joey-Othello;Joey;Othello;0;3;1;big;parent-son;4;3600
2019;FamJR_2019;3;scramble;Joey-Rocky;Joey;Rocky;0;3;0;big;parents;4;3600
2019;FamJR_2019;3;scramble;Juliet-Othello;Juliet;Othello;0;2;2;big;chicks;4;3600
2019;FamJR_2019;3;scramble;Juliet-Rocky;Juliet;Rocky;31;0;1;big;parent-daughter;4;3600
2019;FamJR_2019;3;scramble;Othello-Rocky;Othello;Rocky;35;1;0;big;parent-son;4;3600
2019;FamMA_2019;3;scramble;Arthus-Martha;Arthus;Martha;3;0;0;small;parents;2;1800
2019;FamMA_2019;3;scramble;Arthus-Summer;Arthus;Summer;1;0;0;small;parent-daughter;2;1800
2019;FamMA_2019;3;scramble;Arthus-Winter;Arthus;Winter;1;0;1;small;parent-daughter;2;1800
2019;FamMA_2019;3;scramble;Martha-Summer;Martha;Summer;0;0;0;small;parent-daughter;2;1800
2019;FamMA_2019;3;scramble;Martha-Winter;Martha;Winter;0;1;2;small;parent-daughter;2;1800
2019;FamMA_2019;3;scramble;Summer-Winter;Summer;Winter;0;0;1;small;chicks;2;1800
2019;FamML_2019;3;scramble;Ganymed-Io;Ganymed;Io;0;1;0;big;chicks;4;3600
2019;FamML_2019;3;scramble;Ganymed-Kallisto;Ganymed;Kallisto;0;2;1;big;chicks;4;3600
2019;FamML_2019;3;scramble;Ganymed-Lellan;Ganymed;Lellan;7;0;0;big;parent-daughter;4;3600
2019;FamML_2019;3;scramble;Ganymed-Matte;Ganymed;Matte;12;2;3;big;parent-daughter;4;3600
2019;FamML_2019;3;scramble;Io-Kallisto;Io;Kallisto;0;1;0;big;chicks;4;3600
2019;FamML_2019;3;scramble;Io-Lellan;Io;Lellan;0;3;0;big;parent-daughter;4;3600
2019;FamML_2019;3;scramble;Io-Matte;Io;Matte;1;2;0;big;parent-daughter;4;3600
2019;FamML_2019;3;scramble;Kallisto-Lellan;Kallisto;Lellan;0;3;0;big;parent-son;4;3600
2019;FamML_2019;3;scramble;Kallisto-Matte;Kallisto;Matte;0;2;1;big;parent-son;4;3600
2019;FamML_2019;3;scramble;Lellan-Matte;Lellan;Matte;2;0;0;big;parents;4;3600
2019;FamMR_2019;3;scramble;Munia-Rufus;Munia;Rufus;0;2;0;small;parents;4;3600
2019;FamMR_2019;3;scramble;Munia-Toma;Munia;Toma;1;6;8;small;parent-son;4;3600
2019;FamMR_2019;3;scramble;Rufus-Toma;Rufus;Toma;5;10;3;small;parent-son;4;3600
2019;FamNG_2019;3;scramble;George-Hazel;George;Hazel;0;6;3;small;parent-daughter;4;3600
2019;FamNG_2019;3;scramble;George-Hickory;George;Hickory;1;3;1;small;parent-daughter;4;3600
2019;FamNG_2019;3;scramble;George-Nobel;George;Nobel;0;7;0;small;parents;4;3600
2019;FamNG_2019;3;scramble;Hazel-Hickory;Hazel;Hickory;0;8;2;small;chicks;4;3600
2019;FamNG_2019;3;scramble;Hazel-Nobel;Hazel;Nobel;0;7;2;small;parent-daughter;4;3600
2019;FamNG_2019;3;scramble;Hickory-Nobel;Hickory;Nobel;1;6;0;small;parent-daughter;4;3600
2020;FamAP_2020;3;scramble;Aramis-Eragon;Aramis;Eragon;5;0;0;small;parent-son;4;3600
2020;FamAP_2020;3;scramble;Aramis-Paul;Aramis;Paul;0;0;0;small;parents;4;3600
2020;FamAP_2020;3;scramble;Aramis-Saphira;Aramis;Saphira;1;1;0;small;parent-son;4;3600
2020;FamAP_2020;3;scramble;Eragon-Paul;Eragon;Paul;0;0;0;small;parent-son;4;3600
2020;FamAP_2020;3;scramble;Eragon-Saphira;Eragon;Saphira;0;1;1;small;chicks;4;3600
2020;FamAP_2020;3;scramble;Paul-Saphira;Paul;Saphira;0;6;0;small;parent-son;4;3600
2020;FamHT_2020;3;scramble;Heidi-Tango;Heidi;Tango;2;4;4;small;parent-daughter;4;3600
2020;FamHT_2020;3;scramble;Heidi-Tom;Heidi;Tom;0;5;0;small;parents;4;3600
2020;FamHT_2020;3;scramble;Tango-Tom;Tango;Tom;0;2;2;small;parent-daughter;4;3600
2020;FamJR_2020;3;scramble;Ebony-Joey;Ebony;Joey;1;3;0;small;parent-son;4;3600
2020;FamJR_2020;3;scramble;Ebony-Rocky;Ebony;Rocky;1;4;0;small;parent-son;4;3600
2020;FamJR_2020;3;scramble;Joey-Rocky;Joey;Rocky;0;0;0;small;parents;4;3600
2020;FamMA_2020;3;scramble;Arthus-Cirrus;Arthus;Cirrus;3;1;0;big;parent-daughter;4;3600
2020;FamMA_2020;3;scramble;Arthus-Cumulus;Arthus;Cumulus;4;1;0;big;parent-son;4;3600
2020;FamMA_2020;3;scramble;Arthus-Martha;Arthus;Martha;2;6;0;big;parents;4;3600
2020;FamMA_2020;3;scramble;Arthus-Nimbus;Arthus;Nimbus;6;1;0;big;parent-son;4;3600
2020;FamMA_2020;3;scramble;Cirrus-Cumulus;Cirrus;Cumulus;1;1;0;big;chicks;4;3600
2020;FamMA_2020;3;scramble;Cirrus-Martha;Cirrus;Martha;8;2;3;big;parent-daughter;4;3600
2020;FamMA_2020;3;scramble;Cirrus-Nimbus;Cirrus;Nimbus;0;1;0;big;chicks;4;3600
2020;FamMA_2020;3;scramble;Cumulus-Martha;Cumulus;Martha;7;4;2;big;parent-son;4;3600
2020;FamMA_2020;3;scramble;Cumulus-Nimbus;Cumulus;Nimbus;3;1;1;big;chicks;4;3600
2020;FamMA_2020;3;scramble;Martha-Nimbus;Martha;Nimbus;20;1;5;big;parent-son;4;3600
2020;FamMR_2020;3;scramble;Asakusa-Ginza;Asakusa;Ginza;2;9;12;big;chicks;4;3600
2020;FamMR_2020;3;scramble;Asakusa-Munia;Asakusa;Munia;2;3;0;big;parent-son;4;3600
2020;FamMR_2020;3;scramble;Asakusa-Rufus;Asakusa;Rufus;3;2;0;big;parent-son;4;3600
2020;FamMR_2020;3;scramble;Asakusa-Shiba;Asakusa;Shiba;0;4;2;big;chicks;4;3600
2020;FamMR_2020;3;scramble;Asakusa-Ueno;Asakusa;Ueno;4;4;3;big;chicks;4;3600
2020;FamMR_2020;3;scramble;Ginza-Munia;Ginza;Munia;0;2;1;big;parent-son;4;3600
2020;FamMR_2020;3;scramble;Ginza-Rufus;Ginza;Rufus;3;4;2;big;parent-son;4;3600
2020;FamMR_2020;3;scramble;Ginza-Shiba;Ginza;Shiba;1;4;6;big;chicks;4;3600
2020;FamMR_2020;3;scramble;Ginza-Ueno;Ginza;Ueno;1;1;7;big;chicks;4;3600
2020;FamMR_2020;3;scramble;Munia-Rufus;Munia;Rufus;1;2;0;big;parents;4;3600
2020;FamMR_2020;3;scramble;Munia-Shiba;Munia;Shiba;8;1;1;big;parent-daughter;4;3600
2020;FamMR_2020;3;scramble;Munia-Ueno;Munia;Ueno;0;5;6;big;parent-son;4;3600
2020;FamMR_2020;3;scramble;Rufus-Shiba;Rufus;Shiba;3;0;0;big;parent-daughter;4;3600
2020;FamMR_2020;3;scramble;Rufus-Ueno;Rufus;Ueno;3;0;1;big;parent-son;4;3600
2020;FamMR_2020;3;scramble;Shiba-Ueno;Shiba;Ueno;2;2;2;big;chicks;4;3600
2020;FamNG_2020;3;scramble;George-Maple;George;Maple;0;7;0;small;parent-daughter;4;3600
2020;FamNG_2020;3;scramble;George-Nobel;George;Nobel;0;6;2;small;parents;4;3600
2020;FamNG_2020;3;scramble;George-Oak;George;Oak;0;4;0;small;parent-son;4;3600
2020;FamNG_2020;3;scramble;Maple-Nobel;Maple;Nobel;0;13;1;small;parent-daughter;4;3600
2020;FamNG_2020;3;scramble;Maple-Oak;Maple;Oak;1;3;0;small;chicks;4;3600
2020;FamNG_2020;3;scramble;Nobel-Oak;Nobel;Oak;0;4;0;small;parent-son;4;3600
2021;FamAP_2021;3;scramble;Aramis-Earth;Aramis;Earth;6;0;0;big;parent-daughter;4;3600
2021;FamAP_2021;3;scramble;Aramis-Fire;Aramis;Fire;9;5;0;big;parent-daughter;4;3600
2021;FamAP_2021;3;scramble;Aramis-Paul;Aramis;Paul;0;2;0;big;parents;4;3600
2021;FamAP_2021;3;scramble;Aramis-Water;Aramis;Water;8;2;0;big;parent-son;4;3600
2021;FamAP_2021;3;scramble;Earth-Fire;Earth;Fire;0;11;4;big;chicks;4;3600
2021;FamAP_2021;3;scramble;Earth-Paul;Earth;Paul;0;0;0;big;parent-daughter;4;3600
2021;FamAP_2021;3;scramble;Earth-Water;Earth;Water;7;19;31;big;chicks;4;3600
2021;FamAP_2021;3;scramble;Fire-Paul;Fire;Paul;0;0;0;big;parent-daughter;4;3600
2021;FamAP_2021;3;scramble;Fire-Water;Fire;Water;6;39;21;big;chicks;4;3600
2021;FamAP_2021;3;scramble;Paul-Water;Paul;Water;1;2;0;big;parent-son;4;3600
2021;FamBM_2021;3;scramble;Bobby-Cobain;Bobby;Cobain;3;1;0;small;parent-son;4;3600
2021;FamBM_2021;3;scramble;Bobby-Hendrix;Bobby;Hendrix;0;0;0;small;parent-son;4;3600
2021;FamBM_2021;3;scramble;Bobby-Moritz;Bobby;Moritz;0;4;0;small;parents;4;3600
2021;FamBM_2021;3;scramble;Cobain-Hendrix;Cobain;Hendrix;0;1;2;small;chicks;4;3600
2021;FamBM_2021;3;scramble;Cobain-Moritz;Cobain;Moritz;3;2;2;small;parent-son;4;3600
2021;FamBM_2021;3;scramble;Hendrix-Moritz;Hendrix;Moritz;0;1;1;small;parent-son;4;3600
2021;FamMR_2021;3;scramble;Auguste-Garance;Auguste;Garance;0;1;1;big;chicks;4;3600
2021;FamMR_2021;3;scramble;Auguste-Hippolyte;Auguste;Hippolyte;0;2;3;big;chicks;4;3600
2021;FamMR_2021;3;scramble;Auguste-Munia;Auguste;Munia;0;2;1;big;parent-daughter;4;3600
2021;FamMR_2021;3;scramble;Auguste-Rufus;Auguste;Rufus;0;1;0;big;parent-daughter;4;3600
2021;FamMR_2021;3;scramble;Garance-Hippolyte;Garance;Hippolyte;0;12;5;big;chicks;4;3600
2021;FamMR_2021;3;scramble;Garance-Munia;Garance;Munia;0;7;0;big;parent-son;4;3600
2021;FamMR_2021;3;scramble;Garance-Rufus;Garance;Rufus;0;4;0;big;parent-son;4;3600
2021;FamMR_2021;3;scramble;Hippolyte-Munia;Hippolyte;Munia;0;5;0;big;parent-son;4;3600
2021;FamMR_2021;3;scramble;Hippolyte-Rufus;Hippolyte;Rufus;3;6;0;big;parent-son;4;3600
2021;FamMR_2021;3;scramble;Munia-Rufus;Munia;Rufus;1;2;0;big;parents;4;3600
2019;FamHT_2019;1;twopieces;Cleo-Genghis;Cleo;Genghis;0;0;0;big;chicks;2;1800
2019;FamHT_2019;1;twopieces;Cleo-Heidi;Cleo;Heidi;0;0;0;big;parent-daughter;2;1800
2019;FamHT_2019;1;twopieces;Cleo-Tom;Cleo;Tom;0;0;0;big;parent-daughter;2;1800
2019;FamHT_2019;1;twopieces;Cleo-Xerxes;Cleo;Xerxes;0;0;0;big;chicks;2;1800
2019;FamHT_2019;1;twopieces;Genghis-Heidi;Genghis;Heidi;0;0;0;big;parent-son;2;1800
2019;FamHT_2019;1;twopieces;Genghis-Tom;Genghis;Tom;0;1;0;big;parent-son;2;1800
2019;FamHT_2019;1;twopieces;Genghis-Xerxes;Genghis;Xerxes;0;0;0;big;chicks;2;1800
2019;FamHT_2019;1;twopieces;Heidi-Tom;Heidi;Tom;0;1;0;big;parents;2;1800
2019;FamHT_2019;1;twopieces;Heidi-Xerxes;Heidi;Xerxes;0;0;0;big;parent-son;2;1800
2019;FamHT_2019;1;twopieces;Tom-Xerxes;Tom;Xerxes;0;0;0;big;parent-son;2;1800
2019;FamJR_2019;1;twopieces;Hamlet-Joey;Hamlet;Joey;0;0;0;big;parent-son;2;1800
2019;FamJR_2019;1;twopieces;Hamlet-Juliet;Hamlet;Juliet;0;0;0;big;chicks;2;1800
2019;FamJR_2019;1;twopieces;Hamlet-Othello;Hamlet;Othello;0;0;0;big;chicks;2;1800
2019;FamJR_2019;1;twopieces;Hamlet-Rocky;Hamlet;Rocky;0;0;0;big;parent-son;2;1800
2019;FamJR_2019;1;twopieces;Joey-Juliet;Joey;Juliet;0;0;0;big;parent-daughter;2;1800
2019;FamJR_2019;1;twopieces;Joey-Othello;Joey;Othello;0;0;0;big;parent-son;2;1800
2019;FamJR_2019;1;twopieces;Joey-Rocky;Joey;Rocky;0;0;0;big;parents;2;1800
2019;FamJR_2019;1;twopieces;Juliet-Othello;Juliet;Othello;0;0;0;big;chicks;2;1800
2019;FamJR_2019;1;twopieces;Juliet-Rocky;Juliet;Rocky;0;0;0;big;parent-daughter;2;1800
2019;FamJR_2019;1;twopieces;Othello-Rocky;Othello;Rocky;0;0;0;big;parent-son;2;1800
2019;FamMA_2019;1;twopieces;Arthus-Martha;Arthus;Martha;0;1;0;small;parents;2;1800
2019;FamMA_2019;1;twopieces;Arthus-Summer;Arthus;Summer;0;0;0;small;parent-daughter;2;1800
2019;FamMA_2019;1;twopieces;Arthus-Winter;Arthus;Winter;0;0;0;small;parent-daughter;2;1800
2019;FamMA_2019;1;twopieces;Martha-Summer;Martha;Summer;0;0;0;small;parent-daughter;2;1800
2019;FamMA_2019;1;twopieces;Martha-Winter;Martha;Winter;0;0;0;small;parent-daughter;2;1800
2019;FamMA_2019;1;twopieces;Summer-Winter;Summer;Winter;0;0;0;small;chicks;2;1800
2019;FamML_2019;1;twopieces;Ganymed-Io;Ganymed;Io;0;0;0;big;chicks;2;1800
2019;FamML_2019;1;twopieces;Ganymed-Kallisto;Ganymed;Kallisto;0;0;0;big;chicks;2;1800
2019;FamML_2019;1;twopieces;Ganymed-Lellan;Ganymed;Lellan;0;0;0;big;parent-daughter;2;1800
2019;FamML_2019;1;twopieces;Ganymed-Matte;Ganymed;Matte;0;0;0;big;parent-daughter;2;1800
2019;FamML_2019;1;twopieces;Io-Kallisto;Io;Kallisto;0;0;0;big;chicks;2;1800
2019;FamML_2019;1;twopieces;Io-Lellan;Io;Lellan;0;0;0;big;parent-daughter;2;1800
2019;FamML_2019;1;twopieces;Io-Matte;Io;Matte;0;0;0;big;parent-daughter;2;1800
2019;FamML_2019;1;twopieces;Kallisto-Lellan;Kallisto;Lellan;0;0;0;big;parent-son;2;1800
2019;FamML_2019;1;twopieces;Kallisto-Matte;Kallisto;Matte;0;0;0;big;parent-son;2;1800
2019;FamML_2019;1;twopieces;Lellan-Matte;Lellan;Matte;0;0;0;big;parents;2;1800
2019;FamMR_2019;1;twopieces;Munia-Rufus;Munia;Rufus;1;0;0;small;parents;1;900
2019;FamMR_2019;1;twopieces;Munia-Toma;Munia;Toma;0;0;0;small;parent-son;1;900
2019;FamMR_2019;1;twopieces;Rufus-Toma;Rufus;Toma;0;0;0;small;parent-son;1;900
2019;FamNG_2019;1;twopieces;George-Hazel;George;Hazel;0;0;0;small;parent-daughter;2;1800
2019;FamNG_2019;1;twopieces;George-Hickory;George;Hickory;0;0;0;small;parent-daughter;2;1800
2019;FamNG_2019;1;twopieces;George-Nobel;George;Nobel;0;3;0;small;parents;2;1800
2019;FamNG_2019;1;twopieces;Hazel-Hickory;Hazel;Hickory;0;0;0;small;chicks;2;1800
2019;FamNG_2019;1;twopieces;Hazel-Nobel;Hazel;Nobel;0;0;0;small;parent-daughter;2;1800
2019;FamNG_2019;1;twopieces;Hickory-Nobel;Hickory;Nobel;0;0;0;small;parent-daughter;2;1800
2020;FamAP_2020;1;twopieces;Aramis-Eragon;Aramis;Eragon;0;0;0;small;parent-son;2;1800
2020;FamAP_2020;1;twopieces;Aramis-Paul;Aramis;Paul;4;0;0;small;parents;2;1800
2020;FamAP_2020;1;twopieces;Aramis-Saphira;Aramis;Saphira;1;0;0;small;parent-son;2;1800
2020;FamAP_2020;1;twopieces;Eragon-Paul;Eragon;Paul;0;0;0;small;parent-son;2;1800
2020;FamAP_2020;1;twopieces;Eragon-Saphira;Eragon;Saphira;0;0;0;small;chicks;2;1800
2020;FamAP_2020;1;twopieces;Paul-Saphira;Paul;Saphira;0;0;0;small;parent-son;2;1800
2020;FamJR_2020;1;twopieces;Ebony-Joey;Ebony;Joey;0;0;0;small;parent-son;2;1800
2020;FamJR_2020;1;twopieces;Ebony-Rocky;Ebony;Rocky;0;0;0;small;parent-son;2;1800
2020;FamJR_2020;1;twopieces;Joey-Rocky;Joey;Rocky;0;0;0;small;parents;2;1800
2020;FamNG_2020;1;twopieces;George-Maple;George;Maple;0;0;0;small;parent-daughter;2;1800
2020;FamNG_2020;1;twopieces;George-Nobel;George;Nobel;1;1;0;small;parents;2;1800
2020;FamNG_2020;1;twopieces;George-Oak;George;Oak;0;0;0;small;parent-son;2;1800
2020;FamNG_2020;1;twopieces;Maple-Nobel;Maple;Nobel;0;4;0;small;parent-daughter;2;1800
2020;FamNG_2020;1;twopieces;Maple-Oak;Maple;Oak;0;0;5;small;chicks;2;1800
2020;FamNG_2020;1;twopieces;Nobel-Oak;Nobel;Oak;0;1;0;small;parent-son;2;1800
2021;FamAP_2021;1;twopieces;Aramis-Earth;Aramis;Earth;0;0;0;big;parent-daughter;2;1800
2021;FamAP_2021;1;twopieces;Aramis-Fire;Aramis;Fire;0;0;0;big;parent-daughter;2;1800
2021;FamAP_2021;1;twopieces;Aramis-Paul;Aramis;Paul;0;0;0;big;parents;2;1800
2021;FamAP_2021;1;twopieces;Aramis-Water;Aramis;Water;0;0;0;big;parent-son;2;1800
2021;FamAP_2021;1;twopieces;Earth-Fire;Earth;Fire;0;0;0;big;chicks;2;1800
2021;FamAP_2021;1;twopieces;Earth-Paul;Earth;Paul;0;0;0;big;parent-daughter;2;1800
2021;FamAP_2021;1;twopieces;Earth-Water;Earth;Water;0;0;0;big;chicks;2;1800
2021;FamAP_2021;1;twopieces;Fire-Paul;Fire;Paul;0;0;0;big;parent-daughter;2;1800
2021;FamAP_2021;1;twopieces;Fire-Water;Fire;Water;0;0;0;big;chicks;2;1800
2021;FamAP_2021;1;twopieces;Paul-Water;Paul;Water;0;0;0;big;parent-son;2;1800
2021;FamBM_2021;1;twopieces;Bobby-Cobain;Bobby;Cobain;0;0;0;small;parent-son;2;1800
2021;FamBM_2021;1;twopieces;Bobby-Hendrix;Bobby;Hendrix;0;0;0;small;parent-son;2;1800
2021;FamBM_2021;1;twopieces;Bobby-Moritz;Bobby;Moritz;0;2;0;small;parents;2;1800
2021;FamBM_2021;1;twopieces;Cobain-Hendrix;Cobain;Hendrix;0;0;0;small;chicks;2;1800
2021;FamBM_2021;1;twopieces;Cobain-Moritz;Cobain;Moritz;0;0;0;small;parent-son;2;1800
2021;FamBM_2021;1;twopieces;Hendrix-Moritz;Hendrix;Moritz;0;0;0;small;parent-son;2;1800
2021;FamMR_2021;1;twopieces;Auguste-Garance;Auguste;Garance;0;0;0;big;chicks;2;1800
2021;FamMR_2021;1;twopieces;Auguste-Hippolyte;Auguste;Hippolyte;0;0;0;big;chicks;2;1800
2021;FamMR_2021;1;twopieces;Auguste-Munia;Auguste;Munia;0;0;0;big;parent-daughter;2;1800
